user_id,item_description,date
2036,ice cream,2014-08-27
2037,beef,2014-04-13
2037,domestic eggs,2014-04-13
2037,citrus fruit,2014-05-05
2037,curd,2014-05-05
2038,pastry,2014-04-02
2038,soda,2014-04-02
2038,pip fruit,2014-07-23
2038,pastry,2014-07-23
2038,sauces,2014-10-14
2038,rolls/buns,2014-10-14
2038,beef,2014-10-28
2040,rolls/buns,2014-01-05
2040,packaged fruit/vegetables,2014-01-05
2040,canned beer,2014-07-31
2040,white bread,2014-07-31
2040,newspapers,2014-10-04
2041,root vegetables,2014-06-19
2041,yogurt,2014-06-19
2041,soda,2014-08-04
2041,rolls/buns,2014-08-04
2041,soda,2014-08-04
2041,condensed milk,2014-09-02
2041,rolls/buns,2014-09-02
2041,margarine,2014-09-05
2041,long life bakery product,2014-09-05
2042,tropical fruit,2014-04-17
2042,shopping bags,2014-04-17
2042,cream cheese ,2014-04-17
2042,pasta,2014-04-17
2042,hygiene articles,2014-08-31
2042,brown bread,2014-08-31
2042,pip fruit,2014-10-09
2042,other vegetables,2014-10-09
2043,waffles,2014-01-02
2043,brown bread,2014-01-02
2043,other vegetables,2014-03-02
2043,curd,2014-03-02
2043,shopping bags,2014-07-07
2044,yogurt,2014-03-17
2044,butter,2014-03-17
2044,whole milk,2014-03-17
2044,pip fruit,2014-11-26
2045,tropical fruit,2014-02-04
2045,other vegetables,2014-02-04
2045,soft cheese,2014-02-04
2045,whole milk,2014-05-04
2045,pickled vegetables,2014-05-04
2045,frozen vegetables,2014-09-07
2045,whole milk,2014-09-07
2045,soda,2014-10-02
2045,brandy,2014-10-02
2047,waffles,2014-04-28
2047,semi-finished bread,2014-04-28
2047,tropical fruit,2014-05-01
2047,cat food,2014-05-01
2047,sausage,2014-12-05
2048,semi-finished bread,2014-02-24
2048,pip fruit,2014-02-24
2048,root vegetables,2014-07-11
2048,fruit/vegetable juice,2014-07-11
2048,hamburger meat,2014-10-30
2048,frozen vegetables,2014-10-30
2048,whole milk,2014-11-24
2048,berries,2014-11-24
2049,other vegetables,2014-02-04
2049,other vegetables,2014-02-04
2049,whole milk,2014-02-04
2049,ham,2014-02-09
2050,UHT-milk,2014-10-20
2051,flour,2014-01-05
2051,cream cheese ,2014-01-05
2051,meat,2014-01-20
2051,rolls/buns,2014-01-20
2051,rolls/buns,2014-03-12
2051,other vegetables,2014-03-12
2053,rolls/buns,2014-08-19
2054,white bread,2014-06-08
2054,liquor (appetizer),2014-06-08
2054,shopping bags,2014-06-08
2054,yogurt,2014-11-21
2054,chewing gum,2014-11-21
2055,yogurt,2014-05-31
2055,rolls/buns,2014-05-31
2055,soda,2014-05-31
2055,brown bread,2014-07-11
2055,domestic eggs,2014-07-11
2055,sausage,2014-12-14
2055,soda,2014-12-14
2056,processed cheese,2014-05-14
2056,canned vegetables,2014-05-14
2056,root vegetables,2014-05-21
2056,whole milk,2014-05-21
2056,potato products,2014-05-21
2056,hard cheese,2014-12-19
2056,flower soil/fertilizer,2014-12-19
2056,condensed milk,2014-12-19
2056,curd,2014-12-19
2057,tropical fruit,2014-04-16
2058,rolls/buns,2014-02-04
2058,other vegetables,2014-02-04
2058,frozen vegetables,2014-08-05
2058,pip fruit,2014-08-05
2059,tropical fruit,2014-02-17
2059,long life bakery product,2014-02-17
2059,sausage,2014-03-15
2059,curd,2014-03-15
2059,yogurt,2014-03-15
2059,ham,2014-05-31
2059,domestic eggs,2014-05-31
2059,whole milk,2014-07-09
2060,salty snack,2014-05-25
2060,soups,2014-05-25
2062,domestic eggs,2014-08-22
2062,whole milk,2014-08-22
2062,onions,2014-08-22
2063,brandy,2014-02-06
2063,pastry,2014-02-06
2063,onions,2014-05-26
2064,pork,2014-03-18
2064,oil,2014-03-18
2064,salad dressing,2014-06-04
2065,sausage,2014-01-03
2065,white bread,2014-01-03
2065,soda,2014-01-28
2065,other vegetables,2014-01-28
2065,specialty bar,2014-07-20
2065,pastry,2014-07-20
2065,soda,2014-10-20
2065,sugar,2014-10-20
2065,waffles,2014-11-28
2066,frozen vegetables,2014-05-02
2066,flour,2014-05-02
2066,pickled vegetables,2014-05-02
2066,specialty chocolate,2014-12-29
2066,yogurt,2014-12-29
2066,hard cheese,2014-12-29
2067,canned beer,2014-03-07
2067,brown bread,2014-03-07
2067,beverages,2014-05-04
2067,bottled water,2014-05-04
2067,yogurt,2014-05-04
2067,jam,2014-10-10
2068,yogurt,2014-02-06
2068,specialty vegetables,2014-02-06
2068,female sanitary products,2014-07-21
2068,cleaner,2014-07-21
2068,coffee,2014-07-21
2068,sauces,2014-07-21
2068,whole milk,2014-08-22
2069,root vegetables,2014-10-06
2069,napkins,2014-10-06
2069,canned fish,2014-12-11
2070,pip fruit,2014-03-29
2070,candy,2014-03-29
2070,skin care,2014-04-13
2070,oil,2014-04-13
2070,root vegetables,2014-04-27
2070,domestic eggs,2014-04-27
2070,cake bar,2014-04-27
2070,napkins,2014-04-27
2071,citrus fruit,2014-03-24
2071,specialty bar,2014-03-24
2071,Instant food products,2014-03-24
2071,jam,2014-03-24
2071,pip fruit,2014-07-31
2072,newspapers,2014-02-18
2072,salty snack,2014-02-18
2072,root vegetables,2014-07-29
2072,chewing gum,2014-07-29
2072,margarine,2014-07-29
2072,processed cheese,2014-12-08
2072,chocolate,2014-12-08
2072,chocolate,2014-12-08
2074,other vegetables,2014-08-27
2075,citrus fruit,2014-03-05
2075,rolls/buns,2014-03-05
2075,sausage,2014-06-05
2075,soda,2014-06-05
2075,baking powder,2015-01-20
2076,softener,2014-01-14
2076,salty snack,2014-01-14
2076,hygiene articles,2014-06-09
2076,rolls/buns,2014-06-09
2076,bottled beer,2014-10-13
2077,male cosmetics,2014-04-28
2077,hard cheese,2014-04-28
2077,beef,2015-01-03
2078,soda,2014-05-14
2078,shopping bags,2014-05-14
2079,sliced cheese,2014-02-25
2079,beverages,2014-02-25
2079,other vegetables,2014-02-25
2079,napkins,2014-02-25
2079,tropical fruit,2014-04-11
2079,soda,2014-04-11
2079,turkey,2014-08-26
2080,canned beer,2014-07-23
2080,specialty vegetables,2014-07-23
2081,hamburger meat,2014-02-14
2081,seasonal products,2014-02-14
2081,hamburger meat,2014-05-18
2082,fruit/vegetable juice,2014-10-10
2082,butter,2014-10-10
2083,brown bread,2014-10-21
2084,beverages,2014-11-10
2085,soda,2014-03-01
2086,bottled water,2014-02-12
2086,root vegetables,2014-02-12
2086,soda,2014-05-29
2086,whole milk,2014-05-29
2086,sparkling wine,2014-06-18
2086,liquor,2014-06-18
2086,detergent,2014-06-18
2086,root vegetables,2014-08-01
2087,whole milk,2014-06-29
2087,dog food,2014-06-29
2087,seasonal products,2014-08-21
2088,root vegetables,2014-09-21
2088,newspapers,2014-09-21
2089,pastry,2014-03-05
2089,margarine,2014-03-05
2089,soda,2014-08-20
2089,other vegetables,2014-08-20
2089,bottled beer,2014-10-08
2091,photo/film,2014-01-18
2092,salty snack,2014-01-04
2092,salty snack,2014-01-04
2092,canned fish,2014-01-04
2092,salty snack,2014-12-17
2093,napkins,2014-01-06
2093,canned vegetables,2014-01-06
2093,whole milk,2014-02-06
2093,other vegetables,2014-02-06
2093,whipped/sour cream,2014-02-16
2093,waffles,2014-02-16
2093,tropical fruit,2014-03-05
2093,oil,2014-03-05
2094,whole milk,2014-02-03
2094,whole milk,2014-02-03
2094,bottled water,2014-03-24
2094,coffee,2014-03-24
2094,other vegetables,2014-07-05
2097,white wine,2014-03-14
2097,newspapers,2014-03-14
2097,dog food,2014-03-14
2097,rolls/buns,2014-09-28
2097,processed cheese,2014-09-28
2097,chicken,2015-01-10
2097,yogurt,2015-01-10
2097,newspapers,2015-01-10
2097,shopping bags,2015-01-10
2098,tropical fruit,2014-02-08
2098,rolls/buns,2014-02-08
2098,fruit/vegetable juice,2014-02-08
2098,canned beer,2014-02-08
2098,pastry,2014-10-20
2098,misc. beverages,2014-10-20
2100,chocolate,2014-03-20
2100,butter,2014-03-20
2100,condensed milk,2014-05-13
2102,root vegetables,2014-04-12
2102,pet care,2014-04-12
2102,butter,2014-07-21
2104,pastry,2014-02-07
2104,domestic eggs,2014-02-07
2104,bottled water,2014-02-07
2104,whole milk,2014-09-25
2105,curd,2014-02-12
2106,pastry,2014-01-20
2106,fruit/vegetable juice,2014-01-20
2106,other vegetables,2014-06-09
2107,other vegetables,2014-02-24
2107,salty snack,2014-02-24
2107,whole milk,2014-08-01
2107,coffee,2014-08-01
2107,rolls/buns,2014-10-30
2107,canned beer,2014-10-30
2107,pip fruit,2014-12-30
2107,newspapers,2014-12-30
2107,sugar,2015-01-03
2107,margarine,2015-01-03
2107,butter,2015-01-03
2107,coffee,2015-01-03
2107,frankfurter,2015-01-03
2107,frankfurter,2015-01-03
2108,beverages,2014-09-18
2108,whipped/sour cream,2014-09-18
2108,tropical fruit,2015-01-10
2108,tropical fruit,2015-01-10
2109,oil,2014-03-21
2109,whipped/sour cream,2014-03-21
2109,bottled beer,2014-06-22
2110,whole milk,2014-11-22
2111,other vegetables,2014-05-30
2111,bottled beer,2014-05-30
2111,tropical fruit,2014-07-12
2111,red/blush wine,2014-07-12
2111,shopping bags,2014-12-11
2112,soda,2014-03-06
2112,sliced cheese,2014-03-06
2112,whole milk,2014-06-06
2113,yogurt,2014-09-19
2114,dessert,2014-08-22
2115,canned beer,2014-09-19
2116,fruit/vegetable juice,2014-02-13
2118,butter milk,2014-01-16
2119,onions,2014-06-07
2120,soda,2014-01-21
2120,napkins,2014-01-21
2120,root vegetables,2014-02-27
2120,red/blush wine,2014-02-27
2120,butter,2014-05-30
2120,potato products,2014-05-30
2120,yogurt,2014-06-07
2120,yogurt,2014-06-07
2121,chocolate,2014-03-11
2121,bottled water,2014-03-11
2121,soda,2014-04-22
2122,hamburger meat,2014-05-07
2122,pet care,2014-05-07
2122,pastry,2014-05-07
2122,berries,2014-06-04
2122,soda,2014-06-04
2122,oil,2014-06-04
2122,rolls/buns,2014-09-16
2123,cream cheese ,2014-06-06
2123,long life bakery product,2014-06-06
2125,yogurt,2014-02-04
2125,chewing gum,2014-02-04
2125,soda,2014-02-04
2126,other vegetables,2014-04-27
2127,whole milk,2014-01-20
2127,fruit/vegetable juice,2014-01-20
2127,pastry,2014-04-16
2127,margarine,2014-04-16
2127,pip fruit,2014-11-19
2127,margarine,2014-11-19
2127,specialty cheese,2014-11-19
2127,pork,2015-01-01
2129,oil,2014-02-19
2129,bottled water,2014-02-19
2129,berries,2014-05-01
2129,coffee,2014-05-01
2129,tropical fruit,2014-05-09
2131,citrus fruit,2014-02-18
2131,soda,2014-02-18
2131,grapes,2014-09-22
2131,rolls/buns,2014-09-22
2131,yogurt,2014-11-07
2131,other vegetables,2014-11-07
2131,sparkling wine,2014-12-12
2132,whole milk,2014-01-24
2132,waffles,2014-01-24
2132,chocolate,2014-01-24
2132,sugar,2014-01-30
2132,candy,2014-01-30
2132,root vegetables,2014-07-29
2132,rolls/buns,2014-07-29
2132,chicken,2014-08-08
2132,pastry,2014-08-08
2133,sausage,2014-04-12
2133,curd,2014-04-12
2133,tropical fruit,2014-04-27
2133,other vegetables,2014-04-27
2133,pork,2014-05-07
2133,processed cheese,2014-05-07
2133,other vegetables,2014-05-24
2133,cat food,2014-05-24
2133,bottled water,2014-05-24
2134,soda,2014-01-17
2135,instant coffee,2014-02-15
2135,newspapers,2014-02-15
2135,hard cheese,2014-02-15
2137,UHT-milk,2014-01-19
2137,hard cheese,2014-01-19
2137,canned vegetables,2014-04-25
2138,seasonal products,2014-01-04
2138,white bread,2014-01-04
2138,bottled water,2014-01-10
2138,whisky,2014-01-10
2138,pip fruit,2014-02-18
2138,long life bakery product,2014-02-18
2138,soda,2014-03-11
2138,yogurt,2014-03-11
2138,brown bread,2014-03-11
2138,curd,2014-05-13
2138,whole milk,2014-05-13
2138,canned beer,2014-05-13
2139,other vegetables,2014-02-03
2139,butter milk,2014-02-03
2139,chewing gum,2014-03-07
2139,instant coffee,2014-03-07
2139,margarine,2014-04-13
2139,soda,2014-04-13
2139,other vegetables,2014-10-02
2140,whole milk,2014-06-10
2141,yogurt,2014-02-21
2141,yogurt,2014-02-21
2141,yogurt,2014-02-23
2141,potato products,2014-02-23
2141,rolls/buns,2014-04-24
2141,sugar,2014-04-24
2142,bottled water,2014-05-23
2142,seasonal products,2014-05-23
2142,waffles,2014-08-27
2142,Instant food products,2014-08-27
2142,tropical fruit,2014-10-25
2143,yogurt,2014-12-17
2144,yogurt,2014-02-10
2144,curd,2014-02-10
2144,beef,2014-02-22
2144,pasta,2014-02-22
2144,pork,2014-05-13
2144,specialty bar,2014-05-13
2144,pork,2014-07-13
2146,sausage,2014-05-30
2146,bottled water,2014-05-30
2146,whole milk,2014-10-22
2147,soda,2014-02-05
2147,chocolate,2014-02-05
2147,tropical fruit,2014-04-24
2147,popcorn,2014-04-24
2147,canned vegetables,2014-09-15
2147,brown bread,2014-09-15
2148,soda,2014-01-13
2148,canned beer,2014-01-13
2148,soda,2014-01-25
2148,cream cheese ,2014-01-25
2148,citrus fruit,2014-06-12
2148,whole milk,2014-06-12
2148,tropical fruit,2014-11-20
2149,other vegetables,2014-03-21
2149,butter milk,2014-03-21
2149,long life bakery product,2014-03-21
2149,whole milk,2014-07-13
2149,bathroom cleaner,2014-07-13
2149,hamburger meat,2014-08-16
2151,berries,2014-08-15
2151,pip fruit,2014-08-15
2151,tropical fruit,2014-11-04
2152,other vegetables,2014-03-02
2152,other vegetables,2014-03-02
2152,waffles,2014-03-02
2152,whipped/sour cream,2014-07-09
2152,flour,2014-07-09
2152,whole milk,2014-11-23
2152,bottled water,2014-11-23
2153,soda,2014-02-14
2153,shopping bags,2014-02-14
2153,domestic eggs,2014-12-14
2154,hygiene articles,2014-05-31
2154,pastry,2014-05-31
2154,bottled beer,2014-05-31
2154,whole milk,2014-08-14
2154,onions,2014-08-14
2154,soda,2014-09-24
2154,chocolate,2014-09-24
2154,soda,2014-10-11
2155,pip fruit,2014-03-06
2155,soda,2014-03-06
2155,candles,2014-08-17
2155,whole milk,2014-08-17
2155,salty snack,2014-10-31
2155,condensed milk,2014-10-31
2155,frozen vegetables,2014-11-11
2156,soda,2014-02-15
2156,chocolate,2014-02-15
2156,rolls/buns,2014-08-05
2157,grapes,2014-02-06
2157,chocolate marshmallow,2014-02-06
2157,dishes,2014-02-06
2157,beef,2014-06-26
2158,pot plants,2014-06-23
2158,newspapers,2014-06-23
2158,brown bread,2014-06-23
2158,rolls/buns,2015-01-08
2158,ham,2015-01-08
2158,whole milk,2015-01-08
2158,sliced cheese,2015-01-08
2158,whole milk,2015-01-08
2158,fruit/vegetable juice,2015-01-08
2159,tropical fruit,2014-08-10
2159,pot plants,2014-08-10
2159,shopping bags,2014-08-10
2160,margarine,2014-01-15
2160,rolls/buns,2014-01-15
2160,beverages,2014-05-19
2160,butter milk,2014-05-19
2160,butter,2014-06-28
2160,specialty chocolate,2014-06-28
2160,whole milk,2014-07-11
2160,white bread,2014-07-11
2161,soda,2014-04-05
2161,shopping bags,2014-04-05
2161,root vegetables,2014-09-24
2162,whipped/sour cream,2014-03-24
2162,cream cheese ,2014-03-24
2162,whole milk,2014-05-25
2164,pip fruit,2014-01-31
2164,curd cheese,2014-01-31
2164,whole milk,2014-05-02
2164,ice cream,2014-05-02
2164,UHT-milk,2014-06-16
2164,cream cheese ,2014-06-16
2164,pork,2014-09-30
2164,sugar,2014-09-30
2164,tropical fruit,2014-10-27
2164,spices,2014-10-27
2165,bottled beer,2014-09-27
2165,bottled beer,2014-09-27
2165,root vegetables,2014-10-27
2166,tropical fruit,2014-04-05
2166,red/blush wine,2014-04-05
2166,root vegetables,2014-07-03
2166,other vegetables,2014-07-03
2166,canned fish,2014-07-14
2166,cream cheese ,2014-07-14
2166,bottled water,2014-11-10
2168,fruit/vegetable juice,2014-06-10
2168,butter,2014-06-10
2168,grapes,2014-07-02
2169,citrus fruit,2014-05-02
2169,long life bakery product,2014-05-02
2169,tropical fruit,2014-06-25
2169,pickled vegetables,2014-06-25
2169,bottled beer,2014-06-25
2169,detergent,2015-01-11
2170,fish,2014-02-24
2172,berries,2014-06-21
2173,other vegetables,2014-12-15
2174,brown bread,2014-05-01
2174,bottled water,2014-05-01
2174,domestic eggs,2014-05-01
2174,other vegetables,2014-07-31
2174,frozen vegetables,2014-07-31
2174,rolls/buns,2014-09-18
2175,turkey,2014-02-11
2175,whipped/sour cream,2014-02-11
2175,butter,2014-02-11
2175,rolls/buns,2014-03-17
2175,soft cheese,2014-03-17
2175,pastry,2014-05-23
2175,frozen fish,2014-05-23
2175,male cosmetics,2014-08-16
2175,soda,2014-08-16
2176,pip fruit,2014-05-14
2176,butter,2014-05-14
2176,bottled water,2014-05-14
2176,rolls/buns,2014-09-27
2177,female sanitary products,2014-02-10
2177,domestic eggs,2014-02-10
2177,yogurt,2014-06-29
2177,salty snack,2014-06-29
2177,soups,2014-08-19
2178,beef,2014-01-26
2178,salt,2014-01-26
2178,chicken,2014-04-14
2178,root vegetables,2014-04-14
2178,beef,2014-11-10
2180,other vegetables,2014-09-27
2180,waffles,2014-09-27
2180,butter,2014-09-27
2180,other vegetables,2014-12-18
2181,frankfurter,2014-04-29
2181,UHT-milk,2014-04-29
2181,bottled water,2014-05-04
2183,other vegetables,2014-07-06
2183,vinegar,2014-07-06
2183,frankfurter,2014-07-13
2183,domestic eggs,2014-07-13
2183,frozen dessert,2014-07-13
2183,whipped/sour cream,2014-12-29
2184,shopping bags,2014-05-19
2184,whole milk,2014-05-19
2184,onions,2014-12-18
2185,rolls/buns,2014-01-04
2185,flour,2014-01-04
2185,other vegetables,2014-04-09
2185,cream cheese ,2014-04-09
2185,citrus fruit,2014-05-25
2186,bottled water,2014-06-19
2186,whole milk,2014-06-19
2186,tropical fruit,2014-12-04
2186,soda,2014-12-04
2186,whipped/sour cream,2014-12-04
2186,other vegetables,2015-01-07
2186,citrus fruit,2015-01-07
2186,whole milk,2015-01-07
2186,frankfurter,2015-01-07
2186,zwieback,2015-01-07
2186,other vegetables,2015-01-07
2186,domestic eggs,2015-01-07
2186,brown bread,2015-01-07
2187,beverages,2014-08-22
2187,newspapers,2014-08-22
2187,specialty bar,2014-12-26
2188,whole milk,2014-08-10
2191,dessert,2014-10-22
2192,margarine,2014-11-21
2192,rolls/buns,2014-11-21
2193,whole milk,2014-05-01
2193,bottled beer,2014-05-01
2193,onions,2014-08-10
2193,waffles,2014-08-10
2193,specialty bar,2014-10-23
2193,pastry,2014-10-23
2193,pip fruit,2014-11-09
2193,cling film/bags,2014-11-09
2193,root vegetables,2014-11-26
2193,chocolate,2014-11-26
2193,candy,2014-11-26
2194,beef,2014-06-06
2194,whole milk,2014-06-06
2194,frozen vegetables,2014-06-06
2194,soda,2014-06-06
2194,shopping bags,2014-09-09
2195,misc. beverages,2014-04-24
2195,margarine,2014-04-24
2195,canned beer,2014-08-03
2195,sliced cheese,2014-08-03
2195,other vegetables,2014-09-19
2196,whole milk,2014-03-25
2196,flour,2014-03-25
2196,beef,2014-06-28
2196,sliced cheese,2014-06-28
2196,whole milk,2014-12-02
2196,curd,2014-12-02
2196,yogurt,2014-12-02
2197,long life bakery product,2014-06-07
2198,chicken,2014-10-08
2199,coffee,2014-01-30
2199,rolls/buns,2014-01-30
2199,citrus fruit,2014-02-06
2201,other vegetables,2014-04-02
2201,citrus fruit,2014-04-02
2201,whole milk,2014-05-30
2202,coffee,2014-02-01
2204,other vegetables,2014-02-04
2204,bottled beer,2014-02-04
2204,chicken,2014-06-13
2204,sliced cheese,2014-06-13
2204,long life bakery product,2014-09-10
2204,brown bread,2014-09-10
2205,hamburger meat,2014-10-28
2205,tropical fruit,2014-10-28
2206,frozen vegetables,2014-06-24
2207,onions,2014-03-12
2207,coffee,2014-03-12
2207,dog food,2014-08-02
2207,pastry,2014-08-02
2207,rolls/buns,2014-09-04
2209,napkins,2014-08-25
2209,photo/film,2014-08-25
2209,root vegetables,2014-12-16
2210,curd,2014-12-30
2210,beef,2014-12-30
2210,napkins,2014-12-30
2210,frankfurter,2015-01-13
2210,specialty bar,2015-01-13
2210,whole milk,2015-01-13
2210,rice,2015-01-13
2211,butter,2015-01-01
2212,butter,2014-08-06
2213,yogurt,2014-08-25
2214,soda,2015-01-19
2214,red/blush wine,2015-01-19
2214,root vegetables,2015-01-19
2215,curd,2014-02-02
2215,napkins,2014-02-02
2215,bottled beer,2014-03-21
2215,whole milk,2014-03-21
2215,rolls/buns,2014-06-05
2215,flower (seeds),2014-06-05
2215,whole milk,2014-09-15
2215,white bread,2014-09-15
2217,whipped/sour cream,2014-04-24
2217,curd,2014-04-24
2217,candy,2014-09-14
2218,sausage,2014-05-13
2218,root vegetables,2014-05-13
2218,brown bread,2014-06-09
2218,canned beer,2014-06-09
2218,candy,2014-06-11
2218,pot plants,2014-06-11
2218,pip fruit,2014-09-25
2218,soda,2014-09-25
2219,root vegetables,2014-05-30
2219,root vegetables,2014-05-30
2219,margarine,2014-09-13
2221,beef,2014-06-21
2222,grapes,2014-02-13
2222,chewing gum,2014-02-13
2222,curd cheese,2014-02-13
2222,cling film/bags,2014-02-22
2222,canned vegetables,2014-02-22
2222,pork,2014-03-04
2222,rolls/buns,2014-03-04
2222,sugar,2014-07-31
2225,rolls/buns,2014-09-29
2225,waffles,2014-09-29
2225,bottled water,2014-10-13
2226,sausage,2014-01-01
2226,bottled water,2014-01-01
2226,sliced cheese,2014-06-09
2228,yogurt,2014-10-25
2229,pip fruit,2014-07-10
2229,rolls/buns,2014-07-10
2229,fruit/vegetable juice,2014-07-24
2230,meat,2014-07-14
2230,bottled water,2014-07-14
2230,soda,2014-07-14
2230,sausage,2014-07-24
2230,soda,2014-07-24
2230,cooking chocolate,2014-07-24
2230,roll products ,2014-07-24
2230,processed cheese,2014-11-14
2231,tropical fruit,2014-03-27
2231,berries,2014-03-27
2231,citrus fruit,2014-05-10
2231,cake bar,2014-05-10
2231,pastry,2014-06-22
2231,seasonal products,2014-06-22
2231,butter,2014-06-22
2232,beef,2014-01-10
2232,flour,2014-01-10
2232,domestic eggs,2014-01-25
2232,dessert,2014-01-25
2232,bottled water,2014-03-02
2232,whole milk,2014-03-02
2232,root vegetables,2015-01-15
2232,specialty chocolate,2015-01-15
2233,tropical fruit,2014-04-24
2233,other vegetables,2014-04-24
2233,domestic eggs,2014-04-24
2233,frozen fish,2014-10-29
2234,newspapers,2014-04-13
2235,dish cleaner,2014-10-10
2235,grapes,2014-10-10
2235,ketchup,2014-10-10
2235,frozen vegetables,2014-10-13
2235,canned beer,2014-10-13
2235,citrus fruit,2015-01-19
2235,processed cheese,2015-01-19
2235,meat,2015-01-20
2236,shopping bags,2014-04-22
2236,shopping bags,2014-04-22
2236,bottled beer,2014-07-01
2236,soda,2014-07-01
2236,candy,2014-07-01
2236,citrus fruit,2014-11-27
2236,rolls/buns,2014-11-27
2236,brandy,2014-11-27
2237,bottled water,2014-01-01
2237,Instant food products,2014-01-01
2237,flower (seeds),2014-01-16
2237,sliced cheese,2014-01-16
2237,soups,2014-01-16
2237,coffee,2014-10-10
2238,curd,2014-05-01
2238,whole milk,2014-05-01
2239,curd,2014-01-12
2239,yogurt,2014-01-12
2239,domestic eggs,2014-11-23
2239,other vegetables,2014-11-23
2240,pastry,2014-02-10
2240,shopping bags,2014-02-10
2240,sugar,2014-02-10
2240,chicken,2015-01-12
2241,butter,2014-01-22
2241,brown bread,2014-01-22
2241,pet care,2014-02-08
2241,photo/film,2014-02-08
2241,root vegetables,2014-02-17
2241,frozen vegetables,2014-02-17
2242,frozen vegetables,2014-01-12
2242,butter,2014-01-12
2242,chicken,2014-04-02
2242,shopping bags,2014-04-02
2242,yogurt,2014-04-27
2242,napkins,2014-04-27
2242,rolls/buns,2014-04-27
2243,meat,2014-01-10
2243,tropical fruit,2014-01-10
2243,yogurt,2014-01-10
2243,candles,2014-01-10
2243,meat,2014-02-10
2244,finished products,2014-01-19
2244,canned fish,2014-01-19
2244,beef,2014-07-11
2244,rolls/buns,2014-07-11
2244,coffee,2014-07-21
2244,misc. beverages,2014-07-21
2244,citrus fruit,2014-09-11
2245,fish,2014-02-19
2246,bottled beer,2014-01-21
2246,soda,2014-01-21
2247,fruit/vegetable juice,2014-11-08
2247,chocolate,2014-11-08
2247,cat food,2014-11-08
2247,coffee,2014-11-08
2247,salt,2014-11-19
2251,citrus fruit,2014-06-02
2251,other vegetables,2014-06-02
2251,pork,2014-09-06
2252,cream cheese ,2014-04-13
2252,canned beer,2014-04-13
2252,chewing gum,2014-04-13
2252,yogurt,2014-08-06
2252,canned vegetables,2014-08-06
2252,seasonal products,2014-08-06
2252,bottled beer,2014-08-08
2252,domestic eggs,2014-08-08
2252,oil,2014-10-03
2252,brown bread,2014-10-03
2252,oil,2014-10-03
2252,seasonal products,2014-10-03
2253,root vegetables,2014-12-16
2254,light bulbs,2014-01-30
2254,frozen vegetables,2014-01-30
2254,mustard,2014-01-30
2254,napkins,2014-01-30
2254,whipped/sour cream,2014-02-03
2254,newspapers,2014-02-03
2254,butter,2014-11-24
2255,dessert,2014-04-21
2255,pot plants,2014-04-21
2255,curd,2014-07-17
2255,pastry,2014-07-17
2255,tropical fruit,2015-01-05
2255,cookware,2015-01-05
2255,whole milk,2015-01-05
2256,beef,2014-02-08
2256,frozen vegetables,2014-02-08
2256,pastry,2014-11-24
2257,hamburger meat,2014-06-27
2258,seasonal products,2014-01-21
2258,butter,2014-01-21
2258,ice cream,2014-01-21
2258,yogurt,2014-05-03
2258,frozen meals,2014-05-03
2258,soda,2014-10-19
2259,processed cheese,2014-01-06
2259,roll products ,2014-01-06
2259,candy,2014-01-25
2259,soda,2014-01-25
2259,candy,2014-01-25
2259,frankfurter,2014-06-16
2261,tropical fruit,2014-01-21
2261,oil,2014-01-21
2261,citrus fruit,2014-07-25
2262,domestic eggs,2014-06-10
2262,newspapers,2014-06-10
2262,whole milk,2014-10-09
2264,bottled beer,2014-07-22
2264,canned beer,2014-07-22
2264,dish cleaner,2014-07-22
2264,other vegetables,2014-10-17
2264,coffee,2014-10-17
2266,other vegetables,2014-08-30
2266,brown bread,2014-08-30
2267,other vegetables,2014-10-06
2267,instant coffee,2014-10-06
2267,instant coffee,2014-10-06
2269,hamburger meat,2014-05-01
2269,sliced cheese,2014-05-01
2269,sliced cheese,2014-05-26
2270,tropical fruit,2014-12-18
2270,domestic eggs,2014-12-18
2270,sausage,2015-01-07
2270,whole milk,2015-01-07
2270,misc. beverages,2015-01-07
2270,specialty bar,2015-01-07
2271,root vegetables,2014-03-02
2271,processed cheese,2014-03-02
2271,yogurt,2014-03-02
2271,sausage,2014-06-25
2271,newspapers,2014-06-25
2271,root vegetables,2014-07-08
2271,pickled vegetables,2014-07-08
2271,chicken,2014-07-16
2271,coffee,2014-07-16
2271,soft cheese,2014-09-24
2271,coffee,2014-09-24
2271,frozen dessert,2014-09-30
2272,whole milk,2014-05-06
2272,napkins,2014-05-06
2272,frankfurter,2014-07-06
2272,whole milk,2014-07-06
2272,yogurt,2014-07-25
2273,tropical fruit,2014-08-14
2273,whipped/sour cream,2014-08-14
2273,bottled water,2014-11-13
2273,rolls/buns,2014-11-13
2273,whole milk,2014-11-25
2274,pork,2014-02-22
2274,pastry,2014-02-22
2274,rolls/buns,2014-02-22
2274,chicken,2014-04-12
2274,curd,2014-04-12
2274,shopping bags,2014-08-14
2274,yogurt,2014-08-14
2274,beef,2014-11-04
2276,whipped/sour cream,2014-07-25
2276,whipped/sour cream,2014-07-25
2276,fruit/vegetable juice,2014-07-25
2276,tropical fruit,2014-11-29
2277,other vegetables,2014-03-13
2277,sugar,2014-03-13
2277,curd,2014-07-24
2277,red/blush wine,2014-07-24
2277,soda,2015-01-18
2277,shopping bags,2015-01-18
